Date,Open,High,Low,Close,Adj Close,Volume
2008-12-01,35.110001,40.490002,33.900002,37.639999,37.639999,4665200
2009-01-01,37.639999,42.470001,36.799999,39.599998,39.599998,6933200
2009-02-01,38.680000,43.290001,37.299999,38.750000,38.750000,1529700
2009-03-01,38.400002,42.700001,35.730000,40.570000,40.570000,4874500
2009-04-01,40.000000,48.099998,40.000000,48.099998,48.099998,8016800
2009-05-01,48.500000,54.000000,48.099998,53.099998,53.099998,7707100
2009-06-01,53.520000,54.849998,48.790001,51.400002,51.400002,8572900
2009-07-01,51.570000,54.779999,48.029999,54.500000,54.500000,7773900
2009-08-01,54.849998,58.250000,54.540001,56.250000,56.250000,6605000
2009-09-01,56.389999,61.689999,54.919998,61.509998,61.509998,8206900
2009-10-01,60.970001,67.269997,59.230000,61.500000,61.500000,6892600
2009-11-01,61.500000,67.580002,60.270000,66.900002,66.900002,8663800
2009-12-01,67.620003,69.989998,65.610001,68.500000,68.500000,4137900
2010-01-01,68.500000,70.459999,63.900002,64.900002,64.900002,11067800
2010-02-01,65.400002,67.599998,60.759998,66.500000,66.500000,5719000
2010-03-01,66.419998,70.050003,66.250000,70.000000,70.000000,5842400
2010-04-01,70.019997,71.300003,65.410004,66.919998,66.919998,7016035
2010-05-01,67.209999,67.239998,57.000000,62.419998,62.419998,7480450
2010-06-01,61.590000,69.989998,60.299999,60.369999,60.369999,5030013
2010-07-01,60.720001,66.989998,59.490002,66.870003,66.870003,7136400
2010-08-01,68.849998,68.849998,63.290001,64.500000,64.500000,7720650
2010-09-01,64.500000,69.099998,64.500000,68.699997,68.699997,15073020
2010-10-01,69.000000,71.349998,68.220001,70.199997,70.199997,7994840
2010-11-01,70.400002,72.400002,66.400002,67.000000,67.000000,7408310
2010-12-01,67.970001,69.820000,66.199997,68.529999,68.529999,8050720
2011-01-01,69.000000,71.099998,65.139999,65.779999,65.779999,8283560
2011-02-01,66.300003,67.589996,63.240002,66.750000,66.750000,9447033
2011-03-01,66.800003,67.470001,64.110001,67.209999,67.209999,8994273
2011-04-01,67.309998,69.239998,64.269997,65.199997,65.199997,10686170
2011-05-01,65.500000,65.500000,60.880001,63.810001,63.810001,7389230
2011-06-01,63.580002,64.150002,59.770000,61.490002,61.490002,8509300
2011-07-01,61.660000,63.000000,57.209999,57.849998,57.849998,8118110
2011-08-01,58.500000,58.810001,47.110001,55.750000,55.750000,24314390
2011-09-01,56.779999,57.840000,51.250000,51.599998,51.599998,21952850
2011-10-01,51.150002,59.090000,49.599998,58.549999,58.549999,20737730
