Date,Open,High,Low,Close,Adj Close,Volume
2008-12-01,35.110001,36.000000,33.900002,35.349998,35.349998,1412100
2008-12-08,37.349998,39.830002,36.950001,39.110001,39.110001,847300
2008-12-15,39.310001,40.490002,38.369999,39.130001,39.130001,1689800
2008-12-22,39.490002,39.490002,36.430000,36.900002,36.900002,565200
2008-12-29,37.480000,40.320000,36.680000,40.320000,40.320000,270700
2009-01-05,40.200001,42.470001,39.700001,42.000000,42.000000,1060600
2009-01-12,40.709999,40.750000,36.930000,39.490002,39.490002,718700
2009-01-19,39.709999,39.830002,36.799999,38.080002,38.080002,913100
2009-01-26,38.060001,40.900002,37.910000,39.599998,39.599998,654300
2009-02-02,38.680000,43.200001,38.500000,43.200001,43.200001,587800
2009-02-09,42.000000,43.290001,39.930000,41.849998,41.849998,386200
2009-02-16,41.160000,41.990002,37.990002,39.200001,39.200001,292600
2009-02-23,39.200001,39.299999,37.299999,38.750000,38.750000,263100
2009-03-02,38.400002,38.950001,35.730000,37.500000,37.500000,637800
2009-03-09,36.400002,39.630001,36.400002,39.200001,39.200001,738400
2009-03-16,39.200001,41.090000,37.970001,40.200001,40.200001,951900
2009-03-23,41.349998,42.700001,41.000000,41.740002,41.740002,2082600
2009-03-30,40.990002,44.549999,40.000000,44.549999,44.549999,1734100
2009-04-06,44.580002,45.549999,43.330002,45.500000,45.500000,1597500
2009-04-13,45.049999,46.340000,44.740002,45.849998,45.849998,1681700
2009-04-20,44.790001,46.849998,44.070000,46.689999,46.689999,1132100
2009-04-27,45.900002,48.099998,44.900002,48.099998,48.099998,2335200
2009-05-04,48.500000,52.799999,48.349998,51.360001,51.360001,2345600
2009-05-11,50.169998,51.299999,48.099998,49.000000,49.000000,1687600
2009-05-18,49.270000,52.240002,49.270000,50.689999,50.689999,2343900
2009-05-25,50.570000,54.000000,49.950001,53.099998,53.099998,1330000
2009-06-01,53.520000,54.849998,51.450001,52.759998,52.759998,2454800
2009-06-08,52.770000,54.160000,52.220001,53.200001,53.200001,1141200
2009-06-15,53.000000,53.000000,50.099998,51.400002,51.400002,2383600
2009-06-22,51.200001,51.680000,48.790001,51.560001,51.560001,1809100
2009-06-29,51.689999,52.200001,50.349998,50.799999,50.799999,2175600
2009-07-06,50.349998,50.500000,48.180000,49.000000,49.000000,1713400
2009-07-13,49.369999,52.090000,48.029999,51.900002,51.900002,1826200
2009-07-20,52.459999,54.400002,52.169998,54.400002,54.400002,1615400
2009-07-27,54.400002,54.779999,52.900002,54.500000,54.500000,1227500
2009-08-03,54.849998,56.500000,54.849998,56.110001,56.110001,569000
2009-08-10,55.950001,56.980000,54.990002,56.500000,56.500000,1332000
2009-08-17,55.520000,57.540001,54.540001,57.200001,57.200001,1697500
2009-08-24,57.799999,58.250000,56.389999,57.500000,57.500000,2564000
2009-08-31,57.119999,57.119999,54.919998,56.650002,56.650002,1720000
2009-09-07,56.650002,58.750000,56.650002,58.099998,58.099998,1231700
2009-09-14,57.500000,60.540001,57.310001,60.000000,60.000000,2038800
2009-09-21,60.060001,61.689999,59.200001,59.990002,59.990002,2660700
2009-09-28,60.290001,61.529999,59.230000,60.990002,60.990002,2058500
2009-10-05,61.349998,63.740002,60.900002,63.549999,63.549999,1365200
2009-10-12,63.549999,67.269997,63.549999,65.769997,65.769997,1148200
2009-10-19,65.980003,67.000000,63.470001,64.699997,64.699997,1486200
2009-10-26,64.699997,65.099998,59.700001,61.500000,61.500000,1832700
2009-11-02,61.500000,64.540001,60.270000,63.950001,63.950001,1014600
2009-11-09,64.809998,66.650002,63.660000,64.800003,64.800003,1268000
2009-11-16,66.120003,67.580002,64.529999,65.849998,65.849998,865300
2009-11-23,66.500000,67.519997,64.050003,66.599998,66.599998,990500
2009-11-30,66.500000,69.160004,66.349998,67.500000,67.500000,1430400
2009-12-07,68.000000,69.209999,66.820000,68.730003,68.730003,1046700
2009-12-14,69.989998,69.989998,65.769997,66.500000,66.500000,908500
2009-12-21,66.400002,67.699997,65.610001,67.250000,67.250000,596100
2009-12-28,67.440002,68.500000,67.180000,68.500000,68.500000,349700
2010-01-04,68.550003,70.320000,68.300003,69.480003,69.480003,816600
2010-01-11,70.239998,70.459999,68.169998,68.500000,68.500000,965400
2010-01-18,68.769997,69.419998,64.910004,65.589996,65.589996,2478600
2010-01-25,65.589996,66.489998,63.900002,64.900002,64.900002,1273300
2010-02-01,65.400002,66.949997,60.759998,62.000000,62.000000,1627800
2010-02-08,63.500000,65.599998,62.099998,65.599998,65.599998,1508800
2010-02-15,65.599998,67.599998,65.599998,67.400002,67.400002,752400
2010-02-22,67.400002,67.519997,64.000000,66.500000,66.500000,1830000
2010-03-01,66.419998,68.500000,66.250000,68.500000,68.500000,972000
2010-03-08,68.599998,69.860001,67.720001,68.900002,68.900002,1168800
2010-03-15,68.379997,70.050003,68.010002,68.500000,68.500000,1656900
2010-03-22,68.000000,68.989998,67.300003,68.300003,68.300003,1224000
2010-03-29,68.360001,70.690002,68.300003,70.599998,70.599998,1079600
2010-04-05,70.610001,71.300003,69.959999,71.000000,71.000000,1178435
2010-04-12,70.980003,70.980003,68.309998,68.839996,68.839996,1415700
2010-04-19,68.330002,69.199997,67.470001,68.949997,68.949997,1549800
2010-04-26,69.000000,69.150002,65.410004,66.919998,66.919998,2613200
2010-05-03,67.209999,67.239998,60.500000,62.500000,62.500000,2018550
2010-05-10,65.589996,65.699997,62.349998,62.900002,62.900002,1422400
2010-05-17,63.000000,63.000000,57.000000,60.200001,60.200001,1992300
2010-05-24,60.099998,62.400002,57.230000,61.400002,61.400002,1626600
2010-05-31,61.500000,62.700001,60.970001,61.119999,61.119999,1227500
2010-06-07,61.000000,63.200001,60.299999,63.200001,63.200001,1870600
2010-06-14,63.349998,69.989998,62.750000,69.989998,69.989998,912513
2010-06-21,64.970001,65.169998,63.209999,63.599998,63.599998,932000
2010-06-28,64.330002,64.570000,59.490002,60.900002,60.900002,1460100
2010-07-05,60.209999,63.099998,60.130001,63.099998,63.099998,1232200
2010-07-12,62.900002,63.310001,61.660000,61.849998,61.849998,1363800
2010-07-19,61.939999,65.989998,61.939999,65.989998,65.989998,1957000
2010-07-26,65.730003,66.989998,65.510002,66.870003,66.870003,1631300
2010-08-02,68.849998,68.849998,66.919998,67.699997,67.699997,1199760
2010-08-09,67.790001,67.849998,64.089996,65.500000,65.500000,2145750
2010-08-16,65.500000,67.209999,65.290001,66.199997,66.199997,1931120
